model,conversation_thread,scenario_id,choice,reason
llama3.2,654,6,B,N/A
llama3.2,654,7,B,N/A
llama3.2,654,8,B,N/A
llama3.2,655,1,B,N/A
llama3.2,655,2,B,N/A
llama3.2,655,3,A,N/A
llama3.2,655,4,B,N/A
llama3.2,655,5,A,N/A
llama3.2,655,6,B,N/A
llama3.2,655,7,A,N/A
llama3.2,655,8,A,N/A
llama3.2,656,1,B,N/A
llama3.2,656,2,B,N/A
llama3.2,656,3,A,N/A
llama3.2,656,4,B,N/A
llama3.2,656,5,B,N/A
llama3.2,656,6,B,N/A
llama3.2,656,7,B,N/A
llama3.2,656,8,B,N/A
llama3.2,657,1,B,N/A
llama3.2,657,2,B,N/A
llama3.2,657,3,A,N/A
llama3.2,657,4,B,N/A
llama3.2,657,5,C,N/A
llama3.2,657,6,B,N/A
llama3.2,657,7,A,N/A
llama3.2,657,8,A,N/A
llama3.2,658,1,B,N/A
llama3.2,658,2,B,N/A
llama3.2,658,3,A,N/A
llama3.2,658,4,A,N/A
llama3.2,658,5,B,N/A
llama3.2,658,6,B,N/A
llama3.2,658,7,B,N/A
llama3.2,658,8,B,N/A
llama3.2,659,1,B,N/A
llama3.2,659,2,B,N/A
llama3.2,659,3,A,N/A
llama3.2,659,4,B,N/A
llama3.2,659,5,B,N/A
llama3.2,659,6,B,N/A
llama3.2,659,7,B,N/A
llama3.2,659,8,B,N/A
llama3.2,660,1,B,N/A
llama3.2,660,2,B,N/A
llama3.2,660,3,A,N/A
llama3.2,660,4,B,N/A
llama3.2,660,5,C,N/A
llama3.2,660,6,C,N/A
llama3.2,660,7,C,N/A
llama3.2,660,8,C,N/A
llama3.2,661,1,B,N/A
llama3.2,661,2,B,N/A
llama3.2,661,3,A,N/A
llama3.2,661,4,B,N/A
llama3.2,661,5,B,N/A
llama3.2,661,6,B,N/A
llama3.2,661,7,A,N/A
llama3.2,661,8,B,N/A
llama3.2,662,1,B,N/A
llama3.2,662,2,B,N/A
llama3.2,662,3,A,N/A
llama3.2,662,4,B,N/A
llama3.2,662,5,B,N/A
llama3.2,662,6,C,N/A
llama3.2,662,7,B,N/A
llama3.2,662,8,B,N/A
llama3.2,663,1,B,N/A
llama3.2,663,2,B,N/A
llama3.2,663,3,A,N/A
llama3.2,663,4,B,N/A
llama3.2,663,5,C,N/A
llama3.2,663,6,B,N/A
llama3.2,663,7,A,N/A
llama3.2,663,8,B,N/A
llama3.2,664,1,B,N/A
llama3.2,664,2,B,N/A
llama3.2,664,3,A,N/A
llama3.2,664,4,B,N/A
llama3.2,664,5,B,N/A
llama3.2,664,6,B,N/A
llama3.2,664,7,B,N/A
llama3.2,664,8,B,N/A
llama3.2,665,1,B,N/A
llama3.2,665,2,B,N/A
llama3.2,665,3,A,N/A
llama3.2,665,4,B,N/A
llama3.2,665,5,B,N/A
llama3.2,665,6,C,N/A
llama3.2,665,7,A,N/A
llama3.2,665,8,B,N/A
llama3.2,666,1,C,N/A
llama3.2,666,2,B,N/A
llama3.2,666,3,C,N/A
llama3.2,666,4,C,N/A
llama3.2,666,5,C,N/A
llama3.2,666,6,C,N/A
llama3.2,666,7,A,N/A
llama3.2,666,8,C,N/A
llama3.2,667,1,B,N/A
llama3.2,667,2,B,N/A
llama3.2,667,3,A,N/A
llama3.2,667,4,B,N/A
llama3.2,667,5,B,N/A
llama3.2,667,6,B,N/A
llama3.2,667,7,B,N/A
llama3.2,667,8,B,N/A
llama3.2,668,1,B,N/A
llama3.2,668,2,B,N/A
llama3.2,668,3,A,N/A
llama3.2,668,4,C,N/A
llama3.2,668,5,A,N/A
llama3.2,668,6,B,N/A
llama3.2,668,7,A,N/A
llama3.2,668,8,B,N/A
llama3.2,669,1,B,N/A
llama3.2,669,2,B,N/A
llama3.2,669,3,A,N/A
llama3.2,669,4,B,N/A
llama3.2,669,5,A,N/A
llama3.2,669,6,B,N/A
llama3.2,669,7,B,N/A
llama3.2,669,8,B,N/A
llama3.2,670,1,B,N/A
llama3.2,670,2,B,N/A
llama3.2,670,3,A,N/A
llama3.2,670,4,B,N/A
llama3.2,670,5,B,N/A
llama3.2,670,6,B,N/A
llama3.2,670,7,A,N/A
llama3.2,670,8,A,N/A
llama3.2,671,1,B,N/A
llama3.2,671,2,B,N/A
llama3.2,671,3,A,N/A
llama3.2,671,4,B,N/A
llama3.2,671,5,B,N/A
llama3.2,671,6,C,N/A
llama3.2,671,7,C,N/A
llama3.2,671,8,C,N/A
llama3.2,672,1,B,N/A
llama3.2,672,2,B,N/A
llama3.2,672,3,A,N/A
llama3.2,672,4,B,N/A
llama3.2,672,5,B,N/A
llama3.2,672,6,B,N/A
llama3.2,672,7,B,N/A
llama3.2,672,8,B,N/A
llama3.2,673,1,B,N/A
llama3.2,673,2,B,N/A
llama3.2,673,3,A,N/A
llama3.2,673,4,B,N/A
llama3.2,673,5,B,N/A
llama3.2,673,6,B,N/A
llama3.2,673,7,A,N/A
llama3.2,673,8,B,N/A
llama3.2,674,1,B,N/A
llama3.2,674,2,B,N/A
llama3.2,674,3,A,N/A
llama3.2,674,4,B,N/A
llama3.2,674,5,A,N/A
llama3.2,674,6,B,N/A
llama3.2,674,7,A,N/A
llama3.2,674,8,B,N/A
llama3.2,675,1,B,N/A
llama3.2,675,2,B,N/A
llama3.2,675,3,A,N/A
llama3.2,675,4,C,N/A
llama3.2,675,5,B,N/A
llama3.2,675,6,C,N/A
llama3.2,675,7,B,N/A
llama3.2,675,8,C,N/A
llama3.2,676,1,B,N/A
llama3.2,676,2,B,N/A
llama3.2,676,3,A,N/A
llama3.2,676,4,B,N/A
llama3.2,676,5,B,N/A
llama3.2,676,6,B,N/A
llama3.2,676,7,B,N/A
llama3.2,676,8,B,N/A
llama3.2,677,1,B,N/A
llama3.2,677,2,B,N/A
llama3.2,677,3,A,N/A
llama3.2,677,4,B,N/A
llama3.2,677,5,B,N/A
llama3.2,677,6,B,N/A
llama3.2,677,7,C,N/A
llama3.2,677,8,C,N/A
llama3.2,678,1,B,N/A
llama3.2,678,2,B,N/A
llama3.2,678,3,A,N/A
llama3.2,678,4,B,N/A
llama3.2,678,5,B,N/A
llama3.2,678,6,B,N/A
llama3.2,678,7,C,N/A
llama3.2,678,8,B,N/A
llama3.2,679,1,B,N/A
llama3.2,679,2,B,N/A
llama3.2,679,3,A,N/A
llama3.2,679,4,B,N/A
llama3.2,679,5,B,N/A
llama3.2,679,6,B,N/A
llama3.2,679,7,A,N/A
llama3.2,679,8,B,N/A
llama3.2,680,1,B,N/A
llama3.2,680,2,B,N/A
llama3.2,680,3,A,N/A
llama3.2,680,4,B,N/A
llama3.2,680,5,B,N/A
llama3.2,680,6,B,N/A
llama3.2,680,7,A,N/A
llama3.2,680,8,B,N/A
llama3.2,681,1,B,N/A
llama3.2,681,2,B,N/A
llama3.2,681,3,A,N/A
llama3.2,681,4,B,N/A
llama3.2,681,5,C,N/A
llama3.2,681,6,B,N/A
llama3.2,681,7,C,N/A
llama3.2,681,8,B,N/A
llama3.2,682,1,B,N/A
llama3.2,682,2,B,N/A
llama3.2,682,3,A,N/A
llama3.2,682,4,B,N/A
llama3.2,682,5,B,N/A
llama3.2,682,6,B,N/A
llama3.2,682,7,A,N/A
llama3.2,682,8,A,N/A
llama3.2,683,1,B,N/A
llama3.2,683,2,B,N/A
llama3.2,683,3,A,N/A
llama3.2,683,4,B,N/A
llama3.2,683,5,A,N/A
llama3.2,683,6,B,N/A
llama3.2,683,7,B,N/A
llama3.2,683,8,B,N/A
llama3.2,684,1,B,N/A
llama3.2,684,2,B,N/A
llama3.2,684,3,A,N/A
llama3.2,684,4,C,N/A
llama3.2,684,5,B,N/A
llama3.2,684,6,B,N/A
llama3.2,684,7,A,N/A
llama3.2,684,8,B,N/A
llama3.2,685,1,B,N/A
llama3.2,685,2,B,N/A
llama3.2,685,3,A,N/A
llama3.2,685,4,B,N/A
llama3.2,685,5,B,N/A
llama3.2,685,6,C,N/A
llama3.2,685,7,B,N/A
llama3.2,685,8,B,N/A
llama3.2,686,1,B,N/A
llama3.2,686,2,B,N/A
llama3.2,686,3,A,N/A
llama3.2,686,4,A,N/A
llama3.2,686,5,B,N/A
llama3.2,686,6,B,N/A
llama3.2,686,7,B,N/A
llama3.2,686,8,B,N/A
llama3.2,687,1,B,N/A
llama3.2,687,2,B,N/A
llama3.2,687,3,C,N/A
llama3.2,687,4,B,N/A
llama3.2,687,5,C,N/A
llama3.2,687,6,C,N/A
llama3.2,687,7,A,N/A
llama3.2,687,8,C,N/A
llama3.2,688,1,B,N/A
llama3.2,688,2,B,N/A
llama3.2,688,3,A,N/A
llama3.2,688,4,B,N/A
llama3.2,688,5,B,N/A
llama3.2,688,6,B,N/A
llama3.2,688,7,A,N/A
llama3.2,688,8,B,N/A
llama3.2,689,1,B,N/A
llama3.2,689,2,B,N/A
llama3.2,689,3,A,N/A
llama3.2,689,4,B,N/A
llama3.2,689,5,B,N/A
llama3.2,689,6,C,N/A
llama3.2,689,7,B,N/A
llama3.2,689,8,C,N/A
llama3.2,690,1,B,N/A
llama3.2,690,2,B,N/A
llama3.2,690,3,A,N/A
llama3.2,690,4,B,N/A
llama3.2,690,5,B,N/A
llama3.2,690,6,B,N/A
llama3.2,690,7,C,N/A
llama3.2,690,8,B,N/A
llama3.2,691,1,B,N/A
llama3.2,691,2,B,N/A
llama3.2,691,3,A,N/A
llama3.2,691,4,A,N/A
llama3.2,691,5,B,N/A
llama3.2,691,6,B,N/A
llama3.2,691,7,B,N/A
llama3.2,691,8,B,N/A
llama3.2,692,1,B,N/A
llama3.2,692,2,B,N/A
llama3.2,692,3,A,N/A
llama3.2,692,4,B,N/A
llama3.2,692,5,C,N/A
llama3.2,692,6,C,N/A
llama3.2,692,7,C,N/A
llama3.2,692,8,C,N/A
llama3.2,693,1,B,N/A
llama3.2,693,2,B,N/A
llama3.2,693,3,A,N/A
llama3.2,693,4,B,N/A
llama3.2,693,5,B,N/A
llama3.2,693,6,B,N/A
llama3.2,693,7,A,N/A
llama3.2,693,8,B,N/A
llama3.2,694,1,B,N/A
llama3.2,694,2,B,N/A
llama3.2,694,3,A,N/A
llama3.2,694,4,B,N/A
llama3.2,694,5,B,N/A
llama3.2,694,6,C,N/A
llama3.2,694,7,B,N/A
llama3.2,694,8,C,N/A
llama3.2,695,1,B,N/A
llama3.2,695,2,B,N/A
llama3.2,695,3,A,N/A
llama3.2,695,4,B,N/A
llama3.2,695,5,B,N/A
llama3.2,695,6,C,N/A
llama3.2,695,7,C,N/A
llama3.2,695,8,C,N/A
llama3.2,696,1,B,N/A
llama3.2,696,2,B,N/A
llama3.2,696,3,C,N/A
llama3.2,696,4,C,N/A
llama3.2,696,5,C,N/A
llama3.2,696,6,B,N/A
llama3.2,696,7,A,N/A
llama3.2,696,8,B,N/A
llama3.2,697,1,B,N/A
llama3.2,697,2,B,N/A
llama3.2,697,3,A,N/A
llama3.2,697,4,B,N/A
llama3.2,697,5,B,N/A
llama3.2,697,6,B,N/A
llama3.2,697,7,B,N/A
llama3.2,697,8,B,N/A
llama3.2,698,1,B,N/A
llama3.2,698,2,B,N/A
llama3.2,698,3,B,N/A
llama3.2,698,4,B,N/A
llama3.2,698,5,B,N/A
llama3.2,698,6,B,N/A
llama3.2,698,7,B,N/A
llama3.2,698,8,C,N/A
llama3.2,699,1,B,N/A
llama3.2,699,2,B,N/A
llama3.2,699,3,A,N/A
llama3.2,699,4,B,N/A
llama3.2,699,5,B,N/A
llama3.2,699,6,B,N/A
llama3.2,699,7,C,N/A
llama3.2,699,8,B,N/A
llama3.2,700,1,B,N/A
llama3.2,700,2,B,N/A
llama3.2,700,3,A,N/A
llama3.2,700,4,B,N/A
llama3.2,700,5,B,N/A
llama3.2,700,6,B,N/A
llama3.2,700,7,A,N/A
llama3.2,700,8,B,N/A
llama3.2,701,1,B,N/A
llama3.2,701,2,B,N/A
llama3.2,701,3,B,N/A
llama3.2,701,4,B,N/A
llama3.2,701,5,B,N/A
llama3.2,701,6,B,N/A
llama3.2,701,7,A,N/A
llama3.2,701,8,B,N/A
llama3.2,702,1,B,N/A
llama3.2,702,2,B,N/A
llama3.2,702,3,A,N/A
llama3.2,702,4,A,N/A
llama3.2,702,5,B,N/A
llama3.2,702,6,C,N/A
llama3.2,702,7,A,N/A
llama3.2,702,8,C,N/A
llama3.2,703,1,B,N/A
llama3.2,703,2,B,N/A
llama3.2,703,3,A,N/A
llama3.2,703,4,B,N/A
llama3.2,703,5,B,N/A
llama3.2,703,6,B,N/A
llama3.2,703,7,B,N/A
llama3.2,703,8,B,N/A
llama3.2,704,1,B,N/A
llama3.2,704,2,B,N/A
llama3.2,704,3,A,N/A
llama3.2,704,4,A,N/A
llama3.2,704,5,B,N/A
llama3.2,704,6,B,N/A
llama3.2,704,7,B,N/A
llama3.2,704,8,B,N/A
llama3.2,705,1,B,N/A
llama3.2,705,2,B,N/A
llama3.2,705,3,A,N/A
llama3.2,705,4,A,N/A
llama3.2,705,5,C,N/A
llama3.2,705,6,C,N/A
llama3.2,705,7,B,N/A
llama3.2,705,8,B,N/A
llama3.2,706,1,B,N/A
llama3.2,706,2,B,N/A
llama3.2,706,3,A,N/A
llama3.2,706,4,B,N/A
llama3.2,706,5,B,N/A
llama3.2,706,6,C,N/A
llama3.2,706,7,A,N/A
llama3.2,706,8,C,N/A
llama3.2,707,1,B,N/A
llama3.2,707,2,B,N/A
llama3.2,707,3,A,N/A
llama3.2,707,4,B,N/A
llama3.2,707,5,B,N/A
llama3.2,707,6,C,N/A
llama3.2,707,7,A,N/A
llama3.2,707,8,B,N/A
llama3.2,708,1,B,N/A
llama3.2,708,2,B,N/A
llama3.2,708,3,B,N/A
llama3.2,708,4,B,N/A
llama3.2,708,5,B,N/A
llama3.2,708,6,B,N/A
llama3.2,708,7,B,N/A
llama3.2,708,8,C,N/A
llama3.2,709,1,B,N/A
llama3.2,709,2,B,N/A
llama3.2,709,3,A,N/A
llama3.2,709,4,B,N/A
llama3.2,709,5,B,N/A
llama3.2,709,6,B,N/A
llama3.2,709,7,A,N/A
llama3.2,709,8,B,N/A
llama3.2,710,1,B,N/A
llama3.2,710,2,B,N/A
llama3.2,710,3,B,N/A
llama3.2,710,4,B,N/A
llama3.2,710,5,C,N/A
llama3.2,710,6,B,N/A
llama3.2,710,7,A,N/A
llama3.2,710,8,C,N/A
llama3.2,711,1,B,N/A
llama3.2,711,2,B,N/A
llama3.2,711,3,A,N/A
llama3.2,711,4,B,N/A
llama3.2,711,5,B,N/A
llama3.2,711,6,B,N/A
llama3.2,711,7,B,N/A
llama3.2,711,8,B,N/A
llama3.2,712,1,C,N/A
llama3.2,712,2,B,N/A
llama3.2,712,3,B,N/A
llama3.2,712,4,A,N/A
llama3.2,712,5,B,N/A
llama3.2,712,6,A,N/A
llama3.2,712,7,A,N/A
llama3.2,712,8,B,N/A
llama3.2,713,1,B,N/A
llama3.2,713,2,B,N/A
llama3.2,713,3,A,N/A
llama3.2,713,4,B,N/A
llama3.2,713,5,B,N/A
llama3.2,713,6,B,N/A
llama3.2,713,7,B,N/A
llama3.2,713,8,B,N/A
llama3.2,714,1,B,N/A
llama3.2,714,2,B,N/A
llama3.2,714,3,A,N/A
llama3.2,714,4,B,N/A
llama3.2,714,5,C,N/A
llama3.2,714,6,C,N/A
llama3.2,714,7,C,N/A
llama3.2,714,8,C,N/A
llama3.2,715,1,B,N/A
llama3.2,715,2,B,N/A
llama3.2,715,3,A,N/A
llama3.2,715,4,B,N/A
llama3.2,715,5,B,N/A
llama3.2,715,6,B,N/A
llama3.2,715,7,A,N/A
llama3.2,715,8,B,N/A
llama3.2,716,1,B,N/A
llama3.2,716,2,B,N/A
llama3.2,716,3,A,N/A
llama3.2,716,4,B,N/A
llama3.2,716,5,C,N/A
llama3.2,716,6,C,N/A
llama3.2,716,7,C,N/A
llama3.2,716,8,B,N/A
llama3.2,717,1,B,N/A
llama3.2,717,2,B,N/A
llama3.2,717,3,A,N/A
llama3.2,717,4,B,N/A
llama3.2,717,5,C,N/A
llama3.2,717,6,B,N/A
llama3.2,717,7,A,N/A
llama3.2,717,8,C,N/A
llama3.2,718,1,B,N/A
llama3.2,718,2,B,N/A
llama3.2,718,3,A,N/A
llama3.2,718,4,A,N/A
llama3.2,718,5,B,N/A
llama3.2,718,6,B,N/A
llama3.2,718,7,A,N/A
llama3.2,718,8,B,N/A
llama3.2,719,1,B,N/A
llama3.2,719,2,B,N/A
llama3.2,719,3,A,N/A
llama3.2,719,4,C,N/A
llama3.2,719,5,C,N/A
llama3.2,719,6,C,N/A
llama3.2,719,7,A,N/A
llama3.2,719,8,B,N/A
llama3.2,720,1,C,N/A
llama3.2,720,2,B,N/A
llama3.2,720,3,C,N/A
llama3.2,720,4,B,N/A
llama3.2,720,5,A,N/A
llama3.2,720,6,B,N/A
llama3.2,720,7,A,N/A
llama3.2,720,8,B,N/A
llama3.2,721,1,B,N/A
llama3.2,721,2,B,N/A
llama3.2,721,3,A,N/A
llama3.2,721,4,B,N/A
llama3.2,721,5,B,N/A
llama3.2,721,6,B,N/A
llama3.2,721,7,B,N/A
llama3.2,721,8,C,N/A
llama3.2,722,1,B,N/A
llama3.2,722,2,B,N/A
llama3.2,722,3,B,N/A
llama3.2,722,4,B,N/A
llama3.2,722,5,B,N/A
llama3.2,722,6,A,N/A
llama3.2,722,7,A,N/A
llama3.2,722,8,B,N/A
llama3.2,723,1,B,N/A
llama3.2,723,2,B,N/A
llama3.2,723,3,A,N/A
llama3.2,723,4,A,N/A
llama3.2,723,5,B,N/A
llama3.2,723,6,B,N/A
llama3.2,723,7,A,N/A
llama3.2,723,8,B,N/A
llama3.2,724,1,B,N/A
llama3.2,724,2,B,N/A
llama3.2,724,3,A,N/A
llama3.2,724,4,A,N/A
llama3.2,724,5,B,N/A
llama3.2,724,6,B,N/A
llama3.2,724,7,B,N/A
llama3.2,724,8,B,N/A
llama3.2,725,1,B,N/A
llama3.2,725,2,B,N/A
llama3.2,725,3,A,N/A
llama3.2,725,4,B,N/A
llama3.2,725,5,B,N/A
llama3.2,725,6,C,N/A
llama3.2,725,7,A,N/A
llama3.2,725,8,C,N/A
llama3.2,726,1,B,N/A
llama3.2,726,2,B,N/A
llama3.2,726,3,A,N/A
llama3.2,726,4,B,N/A
llama3.2,726,5,B,N/A
llama3.2,726,6,B,N/A
llama3.2,726,7,A,N/A
llama3.2,726,8,B,N/A
llama3.2,727,1,B,N/A
llama3.2,727,2,B,N/A
llama3.2,727,3,B,N/A
llama3.2,727,4,B,N/A
llama3.2,727,5,B,N/A
llama3.2,727,6,B,N/A
llama3.2,727,7,A,N/A
llama3.2,727,8,B,N/A
llama3.2,728,1,B,N/A
llama3.2,728,2,B,N/A
llama3.2,728,3,A,N/A
llama3.2,728,4,B,N/A
llama3.2,728,5,B,N/A
llama3.2,728,6,B,N/A
llama3.2,728,7,B,N/A
llama3.2,728,8,B,N/A
llama3.2,729,1,B,N/A
llama3.2,729,2,B,N/A
llama3.2,729,3,A,N/A
llama3.2,729,4,B,N/A
llama3.2,729,5,B,N/A
llama3.2,729,6,B,N/A
llama3.2,729,7,A,N/A
llama3.2,729,8,B,N/A
llama3.2,730,1,B,N/A
llama3.2,730,2,B,N/A
llama3.2,730,3,A,N/A
llama3.2,730,4,B,N/A
llama3.2,730,5,B,N/A
llama3.2,730,6,B,N/A
llama3.2,730,7,B,N/A
llama3.2,730,8,A,N/A
llama3.2,731,1,B,N/A
llama3.2,731,2,B,N/A
llama3.2,731,3,A,N/A
llama3.2,731,4,B,N/A
llama3.2,731,5,B,N/A
llama3.2,731,6,B,N/A
llama3.2,731,7,A,N/A
llama3.2,731,8,B,N/A
llama3.2,732,1,B,N/A
llama3.2,732,2,B,N/A
llama3.2,732,3,A,N/A
llama3.2,732,4,B,N/A
llama3.2,732,5,B,N/A
llama3.2,732,6,B,N/A
llama3.2,732,7,A,N/A
llama3.2,732,8,B,N/A
llama3.2,733,1,B,N/A
llama3.2,733,2,B,N/A
llama3.2,733,3,C,N/A
llama3.2,733,4,C,N/A
llama3.2,733,5,C,N/A
llama3.2,733,6,B,N/A
llama3.2,733,7,A,N/A
llama3.2,733,8,B,N/A
llama3.2,734,1,B,N/A
llama3.2,734,2,B,N/A
llama3.2,734,3,B,N/A
llama3.2,734,4,B,N/A
llama3.2,734,5,B,N/A
llama3.2,734,6,B,N/A
llama3.2,734,7,B,N/A
llama3.2,734,8,B,N/A
llama3.2,735,1,B,N/A
llama3.2,735,2,B,N/A
llama3.2,735,3,A,N/A
llama3.2,735,4,B,N/A
llama3.2,735,5,A,N/A
llama3.2,735,6,B,N/A
llama3.2,735,7,A,N/A
llama3.2,735,8,B,N/A
llama3.2,736,1,B,N/A
llama3.2,736,2,B,N/A
llama3.2,736,3,A,N/A
llama3.2,736,4,B,N/A
llama3.2,736,5,B,N/A
llama3.2,736,6,B,N/A
llama3.2,736,7,A,N/A
llama3.2,736,8,B,N/A
llama3.2,737,1,B,N/A
llama3.2,737,2,B,N/A
llama3.2,737,3,A,N/A
llama3.2,737,4,A,N/A
llama3.2,737,5,C,N/A
llama3.2,737,6,C,N/A
llama3.2,737,7,A,N/A
llama3.2,737,8,B,N/A
llama3.2,738,1,B,N/A
llama3.2,738,2,B,N/A
llama3.2,738,3,A,N/A
llama3.2,738,4,B,N/A
llama3.2,738,5,B,N/A
llama3.2,738,6,B,N/A
llama3.2,738,7,B,N/A
llama3.2,738,8,B,N/A
llama3.2,739,1,B,N/A
llama3.2,739,2,B,N/A
llama3.2,739,3,B,N/A
llama3.2,739,4,B,N/A
llama3.2,739,5,A,N/A
llama3.2,739,6,B,N/A
llama3.2,739,7,A,N/A
llama3.2,739,8,B,N/A
llama3.2,740,1,B,N/A
llama3.2,740,2,B,N/A
llama3.2,740,3,A,N/A
llama3.2,740,4,C,N/A
llama3.2,740,5,C,N/A
llama3.2,740,6,B,N/A
llama3.2,740,7,B,N/A
llama3.2,740,8,C,N/A
llama3.2,741,1,B,N/A
llama3.2,741,2,B,N/A
llama3.2,741,3,A,N/A
llama3.2,741,4,B,N/A
llama3.2,741,5,B,N/A
llama3.2,741,6,B,N/A
llama3.2,741,7,A,N/A
llama3.2,741,8,B,N/A
llama3.2,742,1,B,N/A
llama3.2,742,2,B,N/A
llama3.2,742,3,B,N/A
llama3.2,742,4,B,N/A
llama3.2,742,5,C,N/A
llama3.2,742,6,C,N/A
llama3.2,742,7,C,N/A
llama3.2,742,8,C,N/A
llama3.2,743,1,B,N/A
llama3.2,743,2,B,N/A
llama3.2,743,3,A,N/A
llama3.2,743,4,B,N/A
llama3.2,743,5,A,N/A
llama3.2,743,6,B,N/A
llama3.2,743,7,B,N/A
llama3.2,743,8,B,N/A
llama3.2,744,1,B,N/A
llama3.2,744,2,B,N/A
llama3.2,744,3,A,N/A
llama3.2,744,4,B,N/A
llama3.2,744,5,C,N/A
llama3.2,744,6,C,N/A
llama3.2,744,7,B,N/A
llama3.2,744,8,A,N/A
llama3.2,745,1,B,N/A
llama3.2,745,2,B,N/A
llama3.2,745,3,A,N/A
llama3.2,745,4,B,N/A
llama3.2,745,5,B,N/A
llama3.2,745,6,B,N/A
llama3.2,745,7,A,N/A
llama3.2,745,8,B,N/A
llama3.2,746,1,B,N/A
llama3.2,746,2,B,N/A
llama3.2,746,3,A,N/A
llama3.2,746,4,B,N/A
llama3.2,746,5,B,N/A
llama3.2,746,6,B,N/A
llama3.2,746,7,B,N/A
llama3.2,746,8,C,N/A
llama3.2,747,1,B,N/A
llama3.2,747,2,B,N/A
llama3.2,747,3,A,N/A
llama3.2,747,4,A,N/A
llama3.2,747,5,A,N/A
llama3.2,747,6,B,N/A
llama3.2,747,7,A,N/A
llama3.2,747,8,B,N/A
llama3.2,748,1,B,N/A
llama3.2,748,2,C,N/A
llama3.2,748,3,A,N/A
llama3.2,748,4,A,N/A
llama3.2,748,5,B,N/A
llama3.2,748,6,B,N/A
llama3.2,748,7,B,N/A
llama3.2,748,8,B,N/A
llama3.2,749,1,B,N/A
llama3.2,749,2,B,N/A
llama3.2,749,3,A,N/A
llama3.2,749,4,B,N/A
llama3.2,749,5,B,N/A
llama3.2,749,6,B,N/A
llama3.2,749,7,A,N/A
llama3.2,749,8,A,N/A
llama3.2,750,1,B,N/A
llama3.2,750,2,B,N/A
llama3.2,750,3,B,N/A
llama3.2,750,4,B,N/A
llama3.2,750,5,B,N/A
llama3.2,750,6,B,N/A
llama3.2,750,7,A,N/A
llama3.2,750,8,B,N/A
llama3.2,751,1,B,N/A
llama3.2,751,2,B,N/A
llama3.2,751,3,A,N/A
llama3.2,751,4,B,N/A
llama3.2,751,5,B,N/A
llama3.2,751,6,B,N/A
llama3.2,751,7,A,N/A
llama3.2,751,8,B,N/A
llama3.2,752,1,B,N/A
llama3.2,752,2,B,N/A
llama3.2,752,3,B,N/A
llama3.2,752,4,C,N/A
llama3.2,752,5,C,N/A
llama3.2,752,6,C,N/A
llama3.2,752,7,C,N/A
llama3.2,752,8,C,N/A
llama3.2,753,1,B,N/A
llama3.2,753,2,B,N/A
llama3.2,753,3,A,N/A
llama3.2,753,4,B,N/A
llama3.2,753,5,B,N/A
llama3.2,753,6,C,N/A
llama3.2,753,7,C,N/A
llama3.2,753,8,C,N/A
llama3.2,754,1,B,N/A
llama3.2,754,2,B,N/A
llama3.2,754,3,A,N/A
llama3.2,754,4,B,N/A
llama3.2,754,5,B,N/A
llama3.2,754,6,B,N/A
llama3.2,754,7,A,N/A
llama3.2,754,8,B,N/A
llama3.2,755,1,B,N/A
llama3.2,755,2,B,N/A
llama3.2,755,3,A,N/A
llama3.2,755,4,B,N/A
llama3.2,755,5,C,N/A
llama3.2,755,6,C,N/A
llama3.2,755,7,A,N/A
llama3.2,755,8,A,N/A
llama3.2,756,1,C,N/A
llama3.2,756,2,C,N/A
llama3.2,756,3,C,N/A
llama3.2,756,4,B,N/A
llama3.2,756,5,B,N/A
llama3.2,756,6,B,N/A
llama3.2,756,7,B,N/A
llama3.2,756,8,C,N/A
llama3.2,757,1,B,N/A
llama3.2,757,2,C,N/A
llama3.2,757,3,A,N/A
llama3.2,757,4,C,N/A
llama3.2,757,5,C,N/A
llama3.2,757,6,C,N/A
llama3.2,757,7,C,N/A
llama3.2,757,8,B,N/A
llama3.2,758,1,B,N/A
llama3.2,758,2,B,N/A
llama3.2,758,3,A,N/A
llama3.2,758,4,B,N/A
llama3.2,758,5,B,N/A
llama3.2,758,6,C,N/A
llama3.2,758,7,A,N/A
llama3.2,758,8,C,N/A
llama3.2,759,1,B,N/A
llama3.2,759,2,B,N/A
llama3.2,759,3,A,N/A
llama3.2,759,4,C,N/A
llama3.2,759,5,C,N/A
llama3.2,759,6,C,N/A
llama3.2,759,7,A,N/A
llama3.2,759,8,C,N/A
llama3.2,760,1,B,N/A
llama3.2,760,2,B,N/A
llama3.2,760,3,A,N/A
llama3.2,760,4,C,N/A
llama3.2,760,5,C,N/A
llama3.2,760,6,B,N/A
llama3.2,760,7,A,N/A
llama3.2,760,8,B,N/A
llama3.2,761,1,B,N/A
llama3.2,761,2,B,N/A
llama3.2,761,3,B,N/A
llama3.2,761,4,A,N/A
llama3.2,761,5,B,N/A
llama3.2,761,6,B,N/A
llama3.2,761,7,A,N/A
llama3.2,761,8,B,N/A
llama3.2,762,1,B,N/A
llama3.2,762,2,B,N/A
llama3.2,762,3,A,N/A
llama3.2,762,4,B,N/A
llama3.2,762,5,B,N/A
llama3.2,762,6,B,N/A
llama3.2,762,7,A,N/A
llama3.2,762,8,B,N/A
llama3.2,763,1,B,N/A
llama3.2,763,2,B,N/A
llama3.2,763,3,A,N/A
llama3.2,763,4,B,N/A
llama3.2,763,5,B,N/A
llama3.2,763,6,B,N/A
